"cell_group_name","cnv_name","state","chr","start","end","cnv_subclone","event"
"observation.observation_s45","chr11-region_2459",2,"chr11",117204337,134253370,"Subclone_01","loss"
"observation.observation_s45","chr12-region_2461",4,"chr12",113422237,132956304,"Subclone_01","gain"
"observation.observation_s45","chr13-region_2463",4,"chr13",97953658,114305817,"Subclone_01","gain"
"observation.observation_s45","chr14-region_2465",4,"chr14",49861176,91417844,"Subclone_01","gain"
"observation.observation_s45","chr15-region_2468",2,"chr15",65530418,101652391,"Subclone_01","loss"
"observation.observation_s45","chr16-region_2469",5,"chr16",46407,2252300,"Subclone_01","gain"
"observation.observation_s45","chr16-region_2470",4,"chr16",2253116,15139339,"Subclone_01","gain"
"observation.observation_s45","chr16-region_2472",4,"chr16",57462387,69704666,"Subclone_01","gain"
"observation.observation_s45","chr16-region_2473",5,"chr16",69706996,89968060,"Subclone_01","gain"
"observation.observation_s45","chr17-region_2475",2,"chr17",5499427,8490411,"Subclone_01","loss"
"observation.observation_s45","chr17-region_2477",2,"chr17",31937018,40822595,"Subclone_01","loss"
"observation.observation_s45","chr17-region_2479",2,"chr17",81509971,83095119,"Subclone_01","loss"
"observation.observation_s45","chr18-region_2481",4,"chr18",316740,49813960,"Subclone_01","gain"
"observation.observation_s45","chr19-region_2483",2,"chr19",507497,10644559,"Subclone_01","loss"
"observation.observation_s45","chr19-region_2485",2,"chr19",14732393,35267964,"Subclone_01","loss"
"observation.observation_s45","chr19-region_2487",2,"chr19",44914247,50382982,"Subclone_01","loss"
"observation.observation_s45","chr20-region_2489",5,"chr20",407498,59007247,"Subclone_01","gain"
"observation.observation_s45","chr20-region_2490",6,"chr20",59033145,64287821,"Subclone_01","gain"
"observation.observation_s45","chr22-region_2493",2,"chr22",29788608,50628173,"Subclone_01","loss"
"observation.observation_s27","chr1-region_2494",2,"chr1",944204,30757820,"Subclone_02","loss"
"observation.observation_s27","chr1-region_2496",4,"chr1",34712737,39763914,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2497",5,"chr1",40040233,62451804,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2498",4,"chr1",63593276,93139081,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2500",4,"chr1",153606886,154956123,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2501",5,"chr1",154962298,158849506,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2502",4,"chr1",158930796,203744081,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2503",5,"chr1",203861603,230282124,"Subclone_02","gain"
"observation.observation_s27","chr1-region_2504",6,"chr1",231223763,247449108,"Subclone_02","gain"
"observation.observation_s27","chr2-region_2506",2,"chr2",84423523,96208825,"Subclone_02","loss"
"observation.observation_s27","chr2-region_2508",4,"chr2",158795317,173268010,"Subclone_02","gain"
"observation.observation_s27","chr2-region_2509",5,"chr2",173906459,203305611,"Subclone_02","gain"
"observation.observation_s27","chr2-region_2510",4,"chr2",203328219,219278170,"Subclone_02","gain"
"observation.observation_s27","chr3-region_2512",4,"chr3",3144628,12841588,"Subclone_02","gain"
"observation.observation_s27","chr3-region_2514",4,"chr3",129169484,180617828,"Subclone_02","gain"
"observation.observation_s27","chr4-region_2517",4,"chr4",2741648,39458948,"Subclone_02","gain"
"observation.observation_s27","chr4-region_2519",4,"chr4",128864921,189963204,"Subclone_02","gain"
"observation.observation_s27","chr6-region_2522",2,"chr6",14117256,30687895,"Subclone_02","loss"
"observation.observation_s27","chr6-region_2523",1,"chr6",30720201,32981505,"Subclone_02","loss"
"observation.observation_s27","chr6-region_2524",2,"chr6",33064569,36687339,"Subclone_02","loss"
"observation.observation_s27","chr6-region_2526",2,"chr6",117560269,170584692,"Subclone_02","loss"
"observation.observation_s27","chr7-region_2527",4,"chr7",192969,101218420,"Subclone_02","gain"
"observation.observation_s27","chr8-region_2529",4,"chr8",614746,73048122,"Subclone_02","gain"
"observation.observation_s27","chr8-region_2530",5,"chr8",73290267,145056030,"Subclone_02","gain"
"observation.observation_s27","chr9-region_2531",4,"chr9",14521,34612104,"Subclone_02","gain"
"observation.observation_s27","chr9-region_2533",2,"chr9",75088543,137870016,"Subclone_02","loss"
"observation.observation_s27","chr10-region_2534",2,"chr10",134465,63625123,"Subclone_02","loss"
"observation.observation_s27","chr10-region_2536",2,"chr10",97426160,133421307,"Subclone_02","loss"
"observation.observation_s27","chr11-region_2537",4,"chr11",167784,2885881,"Subclone_02","gain"
"observation.observation_s27","chr11-region_2539",4,"chr11",62559601,67443821,"Subclone_02","gain"
"observation.observation_s27","chr11-region_2540",5,"chr11",67461710,93784391,"Subclone_02","gain"
"observation.observation_s27","chr11-region_2541",4,"chr11",93741591,105101431,"Subclone_02","gain"
"observation.observation_s27","chr11-region_2543",2,"chr11",116835751,134253370,"Subclone_02","loss"
"observation.observation_s27","chr12-region_2545",2,"chr12",6570083,27756295,"Subclone_02","loss"
"observation.observation_s27","chr12-region_2547",2,"chr12",57782589,95003770,"Subclone_02","loss"
"observation.observation_s27","chr12-region_2549",4,"chr12",120210439,132956304,"Subclone_02","gain"
"observation.observation_s27","chr14-region_2551",4,"chr14",20311368,49853203,"Subclone_02","gain"
"observation.observation_s27","chr16-region_2554",5,"chr16",46407,768865,"Subclone_02","gain"
"observation.observation_s27","chr16-region_2555",4,"chr16",1308880,2772538,"Subclone_02","gain"
"observation.observation_s27","chr16-region_2557",4,"chr16",71845996,89968060,"Subclone_02","gain"
"observation.observation_s27","chr17-region_2558",2,"chr17",439978,83095119,"Subclone_02","loss"
"observation.observation_s27","chr19-region_2560",1,"chr19",507497,2478259,"Subclone_02","loss"
"observation.observation_s27","chr19-region_2561",2,"chr19",2732204,7670454,"Subclone_02","loss"
"observation.observation_s27","chr19-region_2563",4,"chr19",49675786,51366418,"Subclone_02","gain"
"observation.observation_s27","chr19-region_2564",5,"chr19",51371606,58558960,"Subclone_02","gain"
"observation.observation_s27","chr20-region_2565",4,"chr20",407498,35959472,"Subclone_02","gain"
"observation.observation_s27","chr20-region_2566",5,"chr20",36045622,45811427,"Subclone_02","gain"
"observation.observation_s27","chr20-region_2567",6,"chr20",45812576,64287821,"Subclone_02","gain"
"observation.observation_s27","chr21-region_2569",2,"chr21",41420304,46665124,"Subclone_02","loss"
"observation.observation_s27","chr22-region_2570",2,"chr22",17084954,50628173,"Subclone_02","loss"
"observation.observation_s44","chr1-region_2571",2,"chr1",944204,29120046,"Subclone_01","loss"
"observation.observation_s44","chr1-region_2573",4,"chr1",32680360,36464437,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2574",5,"chr1",36466043,86748184,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2575",4,"chr1",86862445,108701803,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2577",4,"chr1",149782671,151699091,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2578",5,"chr1",151759643,160754821,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2579",4,"chr1",160796074,201171574,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2580",5,"chr1",201483530,224437033,"Subclone_01","gain"
"observation.observation_s44","chr1-region_2581",6,"chr1",225401502,247449108,"Subclone_01","gain"
"observation.observation_s44","chr2-region_2583",4,"chr2",159803355,219400022,"Subclone_01","gain"
"observation.observation_s44","chr4-region_2586",4,"chr4",425815,42090457,"Subclone_01","gain"
"observation.observation_s44","chr4-region_2588",4,"chr4",139301455,189963204,"Subclone_01","gain"
"observation.observation_s44","chr5-region_2590",4,"chr5",123023250,139390081,"Subclone_01","gain"
"observation.observation_s44","chr6-region_2592",4,"chr6",291630,13290484,"Subclone_01","gain"
"observation.observation_s44","chr6-region_2594",2,"chr6",26596952,33418317,"Subclone_01","loss"
"observation.observation_s44","chr6-region_2596",4,"chr6",37170203,96555276,"Subclone_01","gain"
"observation.observation_s44","chr8-region_2599",4,"chr8",614746,56074581,"Subclone_01","gain"
"observation.observation_s44","chr8-region_2600",5,"chr8",56211686,96336995,"Subclone_01","gain"
"observation.observation_s44","chr8-region_2601",6,"chr8",96645227,125438405,"Subclone_01","gain"
"observation.observation_s44","chr8-region_2602",5,"chr8",125922308,145056030,"Subclone_01","gain"
"observation.observation_s44","chr9-region_2603",4,"chr9",14521,27573866,"Subclone_01","gain"
"observation.observation_s44","chr9-region_2605",2,"chr9",65668805,137870016,"Subclone_01","loss"
"observation.observation_s44","chr11-region_2607",4,"chr11",167784,43494933,"Subclone_01","gain"
"observation.observation_s44","chr11-region_2609",2,"chr11",62433542,65921561,"Subclone_01","loss"
"observation.observation_s44","chr11-region_2611",4,"chr11",68154863,108369102,"Subclone_01","gain"
"observation.observation_s44","chr12-region_2614",4,"chr12",49556544,57132139,"Subclone_01","gain"
"observation.observation_s44","chr12-region_2616",4,"chr12",113221050,132956304,"Subclone_01","gain"
"observation.observation_s44","chr13-region_2618",2,"chr13",27066142,114305817,"Subclone_01","loss"
"observation.observation_s44","chr14-region_2619",4,"chr14",20311368,22849027,"Subclone_01","gain"
"observation.observation_s44","chr15-region_2622",2,"chr15",34140674,51947295,"Subclone_01","loss"
"observation.observation_s44","chr15-region_2624",4,"chr15",64841883,78898133,"Subclone_01","gain"
"observation.observation_s44","chr16-region_2626",4,"chr16",46407,4690974,"Subclone_01","gain"
"observation.observation_s44","chr16-region_2628",4,"chr16",66552563,81096425,"Subclone_01","gain"
"observation.observation_s44","chr17-region_2631",2,"chr17",4945652,40648508,"Subclone_01","loss"
"observation.observation_s44","chr17-region_2633",2,"chr17",63550461,83095119,"Subclone_01","loss"
"observation.observation_s44","chr18-region_2634",4,"chr18",158383,26091217,"Subclone_01","gain"
"observation.observation_s44","chr19-region_2636",2,"chr19",507497,11450968,"Subclone_01","loss"
"observation.observation_s44","chr19-region_2638",2,"chr19",38930548,49590262,"Subclone_01","loss"
"observation.observation_s44","chr19-region_2640",4,"chr19",51022216,58558960,"Subclone_01","gain"
"observation.observation_s44","chr20-region_2642",4,"chr20",20017116,35284985,"Subclone_01","gain"
"observation.observation_s44","chr20-region_2643",5,"chr20",35542021,58367507,"Subclone_01","gain"
"observation.observation_s44","chr20-region_2644",6,"chr20",58651253,64287821,"Subclone_01","gain"
"observation.observation_s44","chr22-region_2647",2,"chr22",26521983,50628173,"Subclone_01","loss"
"observation.observation_s47","chr1-region_2649",4,"chr1",153974269,160262531,"Subclone_01","gain"
"observation.observation_s47","chr2-region_2652",2,"chr2",105744897,152717997,"Subclone_01","loss"
"observation.observation_s47","chr3-region_2655",4,"chr3",150408335,197956610,"Subclone_01","gain"
"observation.observation_s47","chr4-region_2657",4,"chr4",112274542,189963204,"Subclone_01","gain"
"observation.observation_s47","chr5-region_2659",4,"chr5",177592158,181248096,"Subclone_01","gain"
"observation.observation_s47","chr6-region_2661",2,"chr6",19837386,33711727,"Subclone_01","loss"
"observation.observation_s47","chr6-region_2663",4,"chr6",149566294,170584692,"Subclone_01","gain"
"observation.observation_s47","chr7-region_2665",4,"chr7",93130055,116561184,"Subclone_01","gain"
"observation.observation_s47","chr9-region_2669",4,"chr9",135932969,137870016,"Subclone_01","gain"
"observation.observation_s47","chr10-region_2671",4,"chr10",84328586,133421307,"Subclone_01","gain"
"observation.observation_s47","chr11-region_2672",4,"chr11",167784,867116,"Subclone_01","gain"
"observation.observation_s47","chr11-region_2674",4,"chr11",43311963,58621042,"Subclone_01","gain"
"observation.observation_s47","chr11-region_2676",2,"chr11",63624087,67258087,"Subclone_01","loss"
"observation.observation_s47","chr12-region_2679",4,"chr12",69585334,132956304,"Subclone_01","gain"
"observation.observation_s47","chr13-region_2680",2,"chr13",19633681,37000261,"Subclone_01","loss"
"observation.observation_s47","chr14-region_2682",4,"chr14",20311368,24242674,"Subclone_01","gain"
"observation.observation_s47","chr14-region_2684",4,"chr14",75649791,106811131,"Subclone_01","gain"
"observation.observation_s47","chr15-region_2685",4,"chr15",22838641,41381050,"Subclone_01","gain"
"observation.observation_s47","chr15-region_2686",5,"chr15",41408408,101652391,"Subclone_01","gain"
"observation.observation_s47","chr16-region_2688",4,"chr16",48538726,71931199,"Subclone_01","gain"
"observation.observation_s47","chr17-region_2691",4,"chr17",44395284,82017406,"Subclone_01","gain"
"observation.observation_s47","chr18-region_2694",4,"chr18",23452823,80046397,"Subclone_01","gain"
"observation.observation_s47","chr19-region_2695",2,"chr19",507497,1274880,"Subclone_01","loss"
"observation.observation_s47","chr19-region_2697",2,"chr19",14477760,19192591,"Subclone_01","loss"
"observation.observation_s47","chr19-region_2699",2,"chr19",38587641,50725718,"Subclone_01","loss"
"observation.observation_s47","chr20-region_2702",4,"chr20",3045945,64287821,"Subclone_01","gain"
"observation.observation_s47","chr22-region_2705",4,"chr22",22322472,36878015,"Subclone_01","gain"
"observation.observation_s49","chr1-region_2707",2,"chr1",944204,29120046,"Subclone_01","loss"
"observation.observation_s49","chr1-region_2709",4,"chr1",36155579,40423326,"Subclone_01","gain"
"observation.observation_s49","chr1-region_2710",5,"chr1",40691648,51519328,"Subclone_01","gain"
"observation.observation_s49","chr1-region_2711",4,"chr1",51577179,84238498,"Subclone_01","gain"
"observation.observation_s49","chr1-region_2713",4,"chr1",151050971,180204030,"Subclone_01","gain"
"observation.observation_s49","chr1-region_2715",4,"chr1",206571292,224379459,"Subclone_01","gain"
"observation.observation_s49","chr1-region_2716",5,"chr1",224385143,247449108,"Subclone_01","gain"
"observation.observation_s49","chr2-region_2718",2,"chr2",106093303,144524583,"Subclone_01","loss"
"observation.observation_s49","chr2-region_2720",4,"chr2",174072447,216579180,"Subclone_01","gain"
"observation.observation_s49","chr3-region_2722",4,"chr3",3144628,33147773,"Subclone_01","gain"
"observation.observation_s49","chr4-region_2725",4,"chr4",99948086,189963204,"Subclone_01","gain"
"observation.observation_s49","chr6-region_2728",2,"chr6",13786557,30618612,"Subclone_01","loss"
"observation.observation_s49","chr6-region_2729",1,"chr6",30617709,32530287,"Subclone_01","loss"
"observation.observation_s49","chr6-region_2730",2,"chr6",32578769,33314387,"Subclone_01","loss"
"observation.observation_s49","chr6-region_2732",4,"chr6",36442767,42746096,"Subclone_01","gain"
"observation.observation_s49","chr6-region_2733",5,"chr6",42879618,87702209,"Subclone_01","gain"
"observation.observation_s49","chr6-region_2734",4,"chr6",89080751,170584692,"Subclone_01","gain"
"observation.observation_s49","chr7-region_2736",4,"chr7",5190188,32495283,"Subclone_01","gain"
"observation.observation_s49","chr7-region_2738",4,"chr7",75986837,116922049,"Subclone_01","gain"
"observation.observation_s49","chr8-region_2740",4,"chr8",614746,73972287,"Subclone_01","gain"
"observation.observation_s49","chr8-region_2741",5,"chr8",73972437,109565996,"Subclone_01","gain"
"observation.observation_s49","chr8-region_2742",4,"chr8",115408496,145056030,"Subclone_01","gain"
"observation.observation_s49","chr9-region_2743",5,"chr9",14521,33076659,"Subclone_01","gain"
"observation.observation_s49","chr9-region_2744",4,"chr9",33104082,70354888,"Subclone_01","gain"
"observation.observation_s49","chr10-region_2746",2,"chr10",134465,75231448,"Subclone_01","loss"
"observation.observation_s49","chr10-region_2748",2,"chr10",110567691,133421307,"Subclone_01","loss"
"observation.observation_s49","chr11-region_2750",4,"chr11",61299451,64284704,"Subclone_01","gain"
"observation.observation_s49","chr11-region_2752",4,"chr11",67350777,68844410,"Subclone_01","gain"
"observation.observation_s49","chr11-region_2753",5,"chr11",68891276,83286407,"Subclone_01","gain"
"observation.observation_s49","chr11-region_2754",4,"chr11",85628573,102339403,"Subclone_01","gain"
"observation.observation_s49","chr11-region_2756",2,"chr11",117199321,134253370,"Subclone_01","loss"
"observation.observation_s49","chr12-region_2758",4,"chr12",49002274,57517569,"Subclone_01","gain"
"observation.observation_s49","chr12-region_2760",2,"chr12",76025447,103988874,"Subclone_01","loss"
"observation.observation_s49","chr12-region_2762",4,"chr12",110719680,132956304,"Subclone_01","gain"
"observation.observation_s49","chr13-region_2764",2,"chr13",49699307,114305817,"Subclone_01","loss"
"observation.observation_s49","chr15-region_2766",2,"chr15",22838641,101652391,"Subclone_01","loss"
"observation.observation_s49","chr16-region_2767",4,"chr16",46407,4796491,"Subclone_01","gain"
"observation.observation_s49","chr16-region_2769",4,"chr16",69762306,89968060,"Subclone_01","gain"
"observation.observation_s49","chr17-region_2771",2,"chr17",20999593,39927601,"Subclone_01","loss"
"observation.observation_s49","chr17-region_2773",2,"chr17",72121020,81295547,"Subclone_01","loss"
"observation.observation_s49","chr19-region_2776",2,"chr19",507497,4400547,"Subclone_01","loss"
"observation.observation_s49","chr19-region_2778",2,"chr19",11342776,18569387,"Subclone_01","loss"
"observation.observation_s49","chr19-region_2780",2,"chr19",42198598,49471048,"Subclone_01","loss"
"observation.observation_s49","chr19-region_2782",4,"chr19",54216278,58558960,"Subclone_01","gain"
"observation.observation_s49","chr20-region_2783",4,"chr20",407498,56368663,"Subclone_01","gain"
"observation.observation_s49","chr20-region_2784",5,"chr20",57351010,64287821,"Subclone_01","gain"
"observation.observation_s49","chr22-region_2787",2,"chr22",23786963,50628173,"Subclone_01","loss"
"observation.observation_s35","chr1-region_2788",2,"chr1",944204,27824452,"Subclone_01","loss"
"observation.observation_s35","chr1-region_2790",4,"chr1",31906421,35193148,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2791",5,"chr1",35599544,63660245,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2792",4,"chr1",64833229,92841924,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2794",4,"chr1",149886975,151170297,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2795",5,"chr1",151169987,160098943,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2796",4,"chr1",160205337,180114880,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2798",4,"chr1",203626561,211578742,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2799",5,"chr1",211743457,225790466,"Subclone_01","gain"
"observation.observation_s35","chr1-region_2800",6,"chr1",225810092,247449108,"Subclone_01","gain"
"observation.observation_s35","chr2-region_2801",2,"chr2",217730,30323730,"Subclone_01","loss"
"observation.observation_s35","chr2-region_2803",4,"chr2",156324432,169641406,"Subclone_01","gain"
"observation.observation_s35","chr2-region_2804",5,"chr2",169791933,203305611,"Subclone_01","gain"
"observation.observation_s35","chr2-region_2805",4,"chr2",203328219,219185479,"Subclone_01","gain"
"observation.observation_s35","chr4-region_2809",4,"chr4",1211448,56966678,"Subclone_01","gain"
"observation.observation_s35","chr4-region_2811",4,"chr4",87473335,107720452,"Subclone_01","gain"
"observation.observation_s35","chr4-region_2812",5,"chr4",107989714,189963204,"Subclone_01","gain"
"observation.observation_s35","chr5-region_2813",4,"chr5",218241,35879603,"Subclone_01","gain"
"observation.observation_s35","chr5-region_2815",4,"chr5",96525267,138437028,"Subclone_01","gain"
"observation.observation_s35","chr6-region_2818",2,"chr6",28903002,33299324,"Subclone_01","loss"
"observation.observation_s35","chr6-region_2820",4,"chr6",36676460,149591748,"Subclone_01","gain"
"observation.observation_s35","chr7-region_2822",4,"chr7",192969,77783022,"Subclone_01","gain"
"observation.observation_s35","chr8-region_2825",4,"chr8",38728186,54147901,"Subclone_01","gain"
"observation.observation_s35","chr8-region_2826",5,"chr8",54457935,117540262,"Subclone_01","gain"
"observation.observation_s35","chr8-region_2827",4,"chr8",119165034,133103054,"Subclone_01","gain"
"observation.observation_s35","chr9-region_2829",4,"chr9",14521,33447611,"Subclone_01","gain"
"observation.observation_s35","chr9-region_2831",2,"chr9",89311198,137870016,"Subclone_01","loss"
"observation.observation_s35","chr10-region_2832",2,"chr10",134465,70233911,"Subclone_01","loss"
"observation.observation_s35","chr10-region_2834",2,"chr10",110290730,133421307,"Subclone_01","loss"
"observation.observation_s35","chr11-region_2836",4,"chr11",18606401,62841809,"Subclone_01","gain"
"observation.observation_s35","chr11-region_2838",4,"chr11",68039016,75351705,"Subclone_01","gain"
"observation.observation_s35","chr11-region_2839",5,"chr11",75399486,93784391,"Subclone_01","gain"
"observation.observation_s35","chr11-region_2840",4,"chr11",94962622,108147776,"Subclone_01","gain"
"observation.observation_s35","chr11-region_2842",2,"chr11",117986348,134253370,"Subclone_01","loss"
"observation.observation_s35","chr12-region_2844",2,"chr12",8058302,16609259,"Subclone_01","loss"
"observation.observation_s35","chr12-region_2846",4,"chr12",110491097,113438276,"Subclone_01","gain"
"observation.observation_s35","chr12-region_2847",5,"chr12",115953872,132956304,"Subclone_01","gain"
"observation.observation_s35","chr13-region_2848",4,"chr13",19633681,43114224,"Subclone_01","gain"
"observation.observation_s35","chr13-region_2850",2,"chr13",98445185,114305817,"Subclone_01","loss"
"observation.observation_s35","chr14-region_2851",2,"chr14",20311368,101927989,"Subclone_01","loss"
"observation.observation_s35","chr15-region_2853",4,"chr15",22838641,78949574,"Subclone_01","gain"
"observation.observation_s35","chr16-region_2856",4,"chr16",67192169,89968060,"Subclone_01","gain"
"observation.observation_s35","chr17-region_2858",2,"chr17",28662091,48929056,"Subclone_01","loss"
"observation.observation_s35","chr17-region_2860",2,"chr17",68511780,83095119,"Subclone_01","loss"
"observation.observation_s35","chr18-region_2861",5,"chr18",158383,36829216,"Subclone_01","gain"
"observation.observation_s35","chr18-region_2862",4,"chr18",45983536,80046397,"Subclone_01","gain"
"observation.observation_s35","chr19-region_2863",2,"chr19",507497,58558960,"Subclone_01","loss"
"observation.observation_s35","chr20-region_2864",4,"chr20",407498,44210791,"Subclone_01","gain"
"observation.observation_s35","chr20-region_2865",5,"chr20",44496221,64287821,"Subclone_01","gain"
"observation.observation_s35","chr21-region_2866",2,"chr21",14485228,46665124,"Subclone_01","loss"
"observation.observation_s35","chr22-region_2868",2,"chr22",32387582,50628173,"Subclone_01","loss"
"observation.observation_s50","chr1-region_2869",2,"chr1",944204,40072649,"Subclone_01","loss"
"observation.observation_s50","chr1-region_2871",4,"chr1",46757838,93139081,"Subclone_01","gain"
"observation.observation_s50","chr1-region_2873",2,"chr1",150218417,154936991,"Subclone_01","loss"
"observation.observation_s50","chr2-region_2876",4,"chr2",74526645,95053996,"Subclone_01","gain"
"observation.observation_s50","chr3-region_2879",2,"chr3",12834485,43734371,"Subclone_01","loss"
"observation.observation_s50","chr3-region_2881",4,"chr3",51662693,115147271,"Subclone_01","gain"
"observation.observation_s50","chr4-region_2883",4,"chr4",425815,74388751,"Subclone_01","gain"
"observation.observation_s50","chr4-region_2885",4,"chr4",122152333,189963204,"Subclone_01","gain"
"observation.observation_s50","chr5-region_2886",4,"chr5",218241,40693735,"Subclone_01","gain"
"observation.observation_s50","chr5-region_2888",2,"chr5",176383938,181248096,"Subclone_01","loss"
"observation.observation_s50","chr6-region_2889",4,"chr6",291630,8102578,"Subclone_01","gain"
"observation.observation_s50","chr6-region_2891",2,"chr6",24667035,34249470,"Subclone_01","loss"
"observation.observation_s50","chr6-region_2893",4,"chr6",37170203,42890816,"Subclone_01","gain"
"observation.observation_s50","chr6-region_2894",5,"chr6",42929192,89638753,"Subclone_01","gain"
"observation.observation_s50","chr6-region_2895",4,"chr6",96521595,170584692,"Subclone_01","gain"
"observation.observation_s50","chr9-region_2898",4,"chr9",14521,137870016,"Subclone_01","gain"
"observation.observation_s50","chr10-region_2900",4,"chr10",102673731,133421307,"Subclone_01","gain"
"observation.observation_s50","chr11-region_2901",6,"chr11",167784,812880,"Subclone_01","gain"
"observation.observation_s50","chr11-region_2902",5,"chr11",818902,3797792,"Subclone_01","gain"
"observation.observation_s50","chr11-region_2903",4,"chr11",3826978,47378576,"Subclone_01","gain"
"observation.observation_s50","chr11-region_2905",2,"chr11",63681446,67508649,"Subclone_01","loss"
"observation.observation_s50","chr11-region_2907",4,"chr11",88293592,134253370,"Subclone_01","gain"
"observation.observation_s50","chr12-region_2908",4,"chr12",280129,6466517,"Subclone_01","gain"
"observation.observation_s50","chr12-region_2910",4,"chr12",27243968,50932517,"Subclone_01","gain"
"observation.observation_s50","chr12-region_2912",2,"chr12",54497711,57808071,"Subclone_01","loss"
"observation.observation_s50","chr12-region_2914",4,"chr12",75490861,121039242,"Subclone_01","gain"
"observation.observation_s50","chr12-region_2915",5,"chr12",121209857,132956304,"Subclone_01","gain"
"observation.observation_s50","chr13-region_2916",4,"chr13",19633681,40666597,"Subclone_01","gain"
"observation.observation_s50","chr14-region_2919",4,"chr14",77717599,106811131,"Subclone_01","gain"
"observation.observation_s50","chr16-region_2922",4,"chr16",81081938,89968060,"Subclone_01","gain"
"observation.observation_s50","chr17-region_2923",5,"chr17",439978,1777574,"Subclone_01","gain"
"observation.observation_s50","chr17-region_2924",4,"chr17",1829702,27649560,"Subclone_01","gain"
"observation.observation_s50","chr17-region_2926",2,"chr17",36064280,42311943,"Subclone_01","loss"
"observation.observation_s50","chr18-region_2928",4,"chr18",158383,13764558,"Subclone_01","gain"
"observation.observation_s50","chr18-region_2929",5,"chr18",20946906,49492523,"Subclone_01","gain"
"observation.observation_s50","chr18-region_2930",6,"chr18",49782167,80046397,"Subclone_01","gain"
"observation.observation_s50","chr19-region_2931",2,"chr19",507497,6393981,"Subclone_01","loss"
"observation.observation_s50","chr19-region_2933",2,"chr19",17405722,58558960,"Subclone_01","loss"
"observation.observation_s41","chr1-region_2937",2,"chr1",944204,16398145,"Subclone_01","loss"
"observation.observation_s41","chr1-region_2938",1,"chr1",16440672,26575030,"Subclone_01","loss"
"observation.observation_s41","chr1-region_2939",2,"chr1",26693236,32336379,"Subclone_01","loss"
"observation.observation_s41","chr1-region_2941",4,"chr1",42682427,109426427,"Subclone_01","gain"
"observation.observation_s41","chr1-region_2943",4,"chr1",149886975,153375649,"Subclone_01","gain"
"observation.observation_s41","chr1-region_2944",5,"chr1",153390032,155562807,"Subclone_01","gain"
"observation.observation_s41","chr1-region_2945",4,"chr1",155659443,157138474,"Subclone_01","gain"
"observation.observation_s41","chr1-region_2947",4,"chr1",201134772,247449108,"Subclone_01","gain"
"observation.observation_s41","chr2-region_2949",2,"chr2",69644425,96305515,"Subclone_01","loss"
"observation.observation_s41","chr2-region_2951",4,"chr2",134918235,151828492,"Subclone_01","gain"
"observation.observation_s41","chr2-region_2952",5,"chr2",152335237,189784371,"Subclone_01","gain"
"observation.observation_s41","chr2-region_2953",4,"chr2",189784085,218346793,"Subclone_01","gain"
"observation.observation_s41","chr3-region_2956",4,"chr3",9362842,33869707,"Subclone_01","gain"
"observation.observation_s41","chr3-region_2958",4,"chr3",70954693,150630445,"Subclone_01","gain"
"observation.observation_s41","chr4-region_2961",4,"chr4",139028112,153705699,"Subclone_01","gain"
"observation.observation_s41","chr4-region_2962",5,"chr4",154535006,189963204,"Subclone_01","gain"
"observation.observation_s41","chr5-region_2964",4,"chr5",179806398,181248096,"Subclone_01","gain"
"observation.observation_s41","chr6-region_2966",2,"chr6",26195595,38154624,"Subclone_01","loss"
"observation.observation_s41","chr6-region_2968",2,"chr6",106969831,170584692,"Subclone_01","loss"
"observation.observation_s41","chr7-region_2969",4,"chr7",192969,23311729,"Subclone_01","gain"
"observation.observation_s41","chr7-region_2971",4,"chr7",100706053,150521073,"Subclone_01","gain"
"observation.observation_s41","chr8-region_2973",5,"chr8",614746,16567490,"Subclone_01","gain"
"observation.observation_s41","chr8-region_2974",4,"chr8",17156029,22575788,"Subclone_01","gain"
"observation.observation_s41","chr8-region_2976",4,"chr8",55773142,73982783,"Subclone_01","gain"
"observation.observation_s41","chr8-region_2977",5,"chr8",73991352,108435333,"Subclone_01","gain"
"observation.observation_s41","chr8-region_2978",6,"chr8",108443601,145056030,"Subclone_01","gain"
"observation.observation_s41","chr9-region_2979",5,"chr9",14521,33264720,"Subclone_01","gain"
"observation.observation_s41","chr9-region_2980",4,"chr9",33264879,36163913,"Subclone_01","gain"
"observation.observation_s41","chr9-region_2982",2,"chr9",113407235,137870016,"Subclone_01","loss"
